Reach ID,Date,NO3-N concentration (mg/l),NO3-N  loading (kg/d)
60,2018-05,4.782,65.662
60,2018-06,4.625,81.821
60,2018-07,0.187,0.317
60,2018-08,0.247,3.763
60,2018-09,0.151,0.185
60,2018-10,1.018,41.747
60,2018-11,1.886,165.788
60,2018-12,5.171,77.681
60,2019-01,4.735,111.358
60,2019-02,0.0,0.0
60,2019-03,0.047,0.117
60,2019-04,4.712,20.591
60,2019-05,2.333,183.727
60,2019-06,4.241,111.519
60,2019-07,0.202,0.384
60,2019-08,0.325,0.52
60,2019-09,1.804,4.274
60,2019-10,0.341,0.407
60,2019-11,3.201,79.369
60,2019-12,4.853,94.2
60,2020-01,1.132,1.794
60,2020-02,5.955,85.655
60,2020-03,0.0,0.0
60,2020-04,5.471,139.593
60,2020-05,0.912,1.972
60,2020-06,1.908,7.196
60,2020-07,0.309,0.461
60,2020-08,4.042,54.369
60,2020-09,3.18,35.867
60,2020-10,0.826,2.087
60,2020-11,0.988,2.677
60,2020-12,6.423,81.773
60,2021-01,2.976,15.415
60,2021-02,0.0,0.0
60,2021-03,0.664,1.148
60,2021-04,0.281,0.413
60,2021-05,0.602,0.889
60,2021-06,0.116,0.137
60,2021-07,0.246,0.268
60,2021-08,1.399,2.586
60,2021-09,2.408,3.306
60,2021-10,0.879,2.398
60,2021-11,1.946,41.851
60,2021-12,3.653,52.661
60,2022-01,3.578,66.701
60,2022-02,0.0,0.0
60,2022-03,0.377,0.618
60,2022-04,1.146,3.539
60,2022-05,7.948,49.973
60,2022-06,0.697,1.42
61,2016-01,70.376,19.1
61,2016-02,70.072,2.377
61,2016-03,18.984,0.172
61,2016-04,50.124,33.473
61,2016-05,2.775,1.363
61,2016-06,14.277,0.005
61,2016-07,3.971,0.959
61,2016-08,29.397,0.011
61,2016-09,12.126,0.003
61,2016-10,4.191,2.925
61,2016-11,10.582,1.287
61,2016-12,15.07,1.157
61,2017-01,18.064,1.232
61,2017-02,50.102,12.735
61,2017-03,4.866,12.247
61,2017-04,18.3,10.085
61,2017-05,3.138,3.07
61,2017-06,16.601,0.016
61,2017-07,4.563,0.22
61,2017-08,0.0,0.0
61,2017-09,16.757,0.027
61,2017-10,24.396,0.001
61,2017-11,3.462,0.021
61,2017-12,7.981,0.311
61,2018-01,0.0,0.0
61,2018-02,0.0,0.0
61,2018-03,6.428,7.298
61,2018-04,35.006,0.137
61,2018-05,14.168,0.007
61,2018-06,21.655,0.011
61,2018-07,14.248,0.007
61,2018-08,3.131,0.203
61,2018-09,21.07,0.005
61,2018-10,2.954,6.139
61,2018-11,4.717,25.043
61,2018-12,4.389,0.141
61,2019-01,9.262,8.466
61,2019-02,0.0,0.0
61,2019-03,0.0,0.0
61,2019-04,6.066,0.32
61,2019-05,1.691,8.85
61,2019-06,3.346,3.095
61,2019-07,33.445,0.026
61,2019-08,16.988,0.022
61,2019-09,4.682,0.779
61,2019-10,8.886,0.017
61,2019-11,1.185,0.854
61,2019-12,4.984,3.148
61,2020-01,3.281,0.345
61,2020-02,5.285,0.364
61,2020-03,0.0,0.0
61,2020-04,6.209,2.03
61,2020-05,3.642,0.114
61,2020-06,28.049,0.005
61,2020-07,22.06,0.02
61,2020-08,3.085,0.267
61,2020-09,17.469,0.034
61,2020-10,2.038,0.096
61,2020-11,2.296,0.073
61,2020-12,5.925,0.208
61,2021-01,12.154,0.161
61,2021-02,0.0,0.0
61,2021-03,7.526,0.032
61,2021-04,16.188,0.015
61,2021-05,5.377,0.032
61,2021-06,19.398,0.007
61,2021-07,5.357,0.008
61,2021-08,3.076,0.047
61,2021-09,1.202,0.054
61,2021-10,0.0,0.0
61,2021-11,4.86,0.119
61,2021-12,4.232,0.095
61,2022-01,6.734,0.061
61,2022-02,0.0,0.0
61,2022-03,3.399,0.021
61,2022-04,13.815,0.164
61,2022-05,10.894,4.914
61,2022-06,1.384,0.096
62,2016-01,20.352,396.803
62,2016-02,18.241,86.24
62,2016-03,1.846,2.152
62,2016-04,18.278,428.987
62,2016-05,10.847,155.705
62,2016-06,0.199,0.237
62,2016-07,16.035,65.902
62,2016-08,2.841,3.211
62,2016-09,0.183,0.265
62,2016-10,5.418,131.505
62,2016-11,5.03,76.606
62,2016-12,6.853,65.26
62,2017-01,8.296,51.493
62,2017-02,5.522,11.489
62,2017-03,5.518,256.681
62,2017-04,7.619,211.062
62,2017-05,8.74,139.365
62,2017-06,7.951,35.003
62,2017-07,1.661,3.628
62,2017-08,0.016,0.017
62,2017-09,0.342,0.356
62,2017-10,0.008,0.008
62,2017-11,0.895,0.997
62,2017-12,7.983,144.183
62,2018-01,7.922,66.87
62,2018-02,6.715,39.468
62,2018-03,5.858,245.603
62,2018-04,5.206,30.834
62,2018-05,4.779,65.653
62,2018-06,4.622,81.811
62,2018-07,0.187,0.317
62,2018-08,0.251,3.837
62,2018-09,0.152,0.186
62,2018-10,1.027,42.609
62,2018-11,1.876,166.862
62,2018-12,5.172,77.738
62,2019-01,4.699,111.543
62,2019-02,0.0,0.0
62,2019-03,0.049,0.126
62,2019-04,4.75,21.113
62,2019-05,2.311,185.04
62,2019-06,4.286,114.068
62,2019-07,0.202,0.384
62,2019-08,0.326,0.523
62,2019-09,1.802,4.357
62,2019-10,0.343,0.41
62,2019-11,3.198,79.481
62,2019-12,4.857,94.962
62,2020-01,1.144,1.815
62,2020-02,5.955,85.655
62,2020-03,0.0,0.0
62,2020-04,5.433,139.65
62,2020-05,0.922,2.013
62,2020-06,1.908,7.193
62,2020-07,0.309,0.461
62,2020-08,4.034,54.456
62,2020-09,3.179,35.863
62,2020-10,0.837,2.147
62,2020-11,0.989,2.702
62,2020-12,6.38,81.842
62,2021-01,2.911,15.465
62,2021-02,0.0,0.0
62,2021-03,0.662,1.159
62,2021-04,0.281,0.414
62,2021-05,0.603,0.897
62,2021-06,0.118,0.141
62,2021-07,0.247,0.269
62,2021-08,1.403,2.599
62,2021-09,2.398,3.317
62,2021-10,0.879,2.399
62,2021-11,1.945,41.858
62,2021-12,3.65,52.681
62,2022-01,3.567,66.73
62,2022-02,0.0,0.0
62,2022-03,0.385,0.631
62,2022-04,1.149,3.583
62,2022-05,7.948,50.977
62,2022-06,0.707,1.47
63,2016-01,9.254,0.005
63,2016-02,55.014,0.074
63,2016-03,32.065,0.077
63,2016-04,7.36,0.392
63,2016-05,4.134,0.763
63,2016-06,10.465,0.003
63,2016-07,27.359,1.944
63,2016-08,5.089,0.001
63,2016-09,1.375,0.0
63,2016-10,1.379,0.082
63,2016-11,21.0,0.033
63,2016-12,29.971,0.021
63,2017-01,0.885,0.001
63,2017-02,111.572,1.627
63,2017-03,3.815,2.376
63,2017-04,13.821,0.728
63,2017-05,6.118,2.233
63,2017-06,39.034,0.027
63,2017-07,11.249,0.161
63,2017-08,0.778,0.0
63,2017-09,18.387,0.011
63,2017-10,0.0,0.0
63,2017-11,18.544,0.016
63,2017-12,7.93,0.01
63,2018-01,0.0,0.0
63,2018-02,0.0,0.0
63,2018-03,6.658,2.379
63,2018-04,96.87,0.168
63,2018-05,10.025,0.007
63,2018-06,12.177,0.01
63,2018-07,7.833,0.004
63,2018-08,3.496,0.084
63,2018-09,49.347,0.001
63,2018-10,1.242,0.767
63,2018-11,3.233,4.465
63,2018-12,31.27,0.252
63,2019-01,4.708,2.968
63,2019-02,0.0,0.0
63,2019-03,1116.114,0.0
63,2019-04,29.716,0.495
63,2019-05,1.452,3.769
63,2019-06,7.473,2.682
63,2019-07,25.259,0.019
63,2019-08,49.878,0.025
63,2019-09,15.27,0.704
63,2019-10,7.782,0.007
63,2019-11,1.751,0.122
63,2019-12,6.262,0.923
63,2020-01,35.633,0.058
63,2020-02,0.0,0.0
63,2020-03,0.0,0.0
63,2020-04,8.374,2.048
63,2020-05,28.605,0.232
63,2020-06,28.809,0.034
63,2020-07,4.459,0.003
63,2020-08,10.403,0.203
63,2020-09,69.802,0.148
63,2020-10,9.659,0.128
63,2020-11,13.468,0.103
63,2020-12,9.898,1.183
63,2021-01,9.263,1.122
63,2021-02,0.0,0.0
63,2021-03,64.698,0.179
63,2021-04,3.408,0.005
63,2021-05,28.645,0.099
63,2021-06,13.036,0.003
63,2021-07,11.958,0.002
63,2021-08,3.586,0.003
63,2021-09,3.554,0.042
63,2021-10,0.162,0.0
63,2021-11,14.146,0.022
63,2021-12,11.15,0.047
63,2022-01,2.558,0.285
63,2022-02,0.0,0.0
63,2022-03,10.977,0.006
63,2022-04,26.765,0.146
63,2022-05,12.335,1.831
63,2022-06,4.187,0.056
64,2016-01,320.705,0.004
64,2016-02,391.762,0.004
64,2016-03,282.482,0.004
64,2016-04,5.077,0.16
64,2016-05,4.668,0.594
64,2016-06,0.0,0.0
64,2016-07,3.84,0.099
64,2016-08,8.057,0.005
64,2016-09,0.0,0.0
64,2016-10,0.888,0.029
64,2016-11,8.728,0.005
64,2016-12,295.557,0.004
64,2017-01,367.807,0.004
64,2017-02,0.0,0.0
64,2017-03,0.632,0.274
64,2017-04,0.981,0.013
64,2017-05,0.725,0.143
64,2017-06,0.0,0.0
64,2017-07,1.813,0.019
64,2017-08,0.0,0.0
64,2017-09,30.833,0.004
64,2017-10,0.0,0.0
64,2017-11,365.705,0.004
64,2017-12,570.429,0.004
64,2018-01,0.0,0.0
64,2018-02,0.0,0.0
64,2018-03,0.856,0.294
64,2018-04,18.031,0.005
64,2018-05,0.0,0.0
64,2018-06,0.0,0.0
64,2018-07,0.0,0.0
64,2018-08,1.274,0.055
64,2018-09,0.0,0.0
64,2018-10,1.633,0.566
64,2018-11,2.401,2.236
64,2018-12,376.745,0.004
64,2019-01,5.629,0.159
64,2019-02,0.0,0.0
64,2019-03,0.0,0.0
64,2019-04,6.655,0.035
64,2019-05,1.726,0.721
64,2019-06,7.569,1.952
64,2019-07,0.0,0.0
64,2019-08,11291.498,0.005
64,2019-09,46.012,0.005
64,2019-10,22.313,0.005
64,2019-11,2.782,0.122
64,2019-12,9.689,0.682
64,2020-01,43.161,0.01
64,2020-02,426.51,0.004
64,2020-03,0.0,0.0
64,2020-04,7.415,0.005
64,2020-05,38.143,0.009
64,2020-06,0.0,0.0
64,2020-07,55.313,0.005
64,2020-08,15.342,0.006
64,2020-09,34.508,0.005
64,2020-10,29.231,0.005
64,2020-11,425.593,0.004
64,2020-12,7.989,0.047
64,2021-01,4.871,0.014
64,2021-02,0.0,0.0
64,2021-03,430.497,0.004
64,2021-04,1130.102,0.004
64,2021-05,13.341,0.02
64,2021-06,0.0,0.0
64,2021-07,0.0,0.0
64,2021-08,0.0,0.0
64,2021-09,146.838,0.208
64,2021-10,3425.233,0.004
64,2021-11,9.557,0.005
64,2021-12,119.781,0.02
64,2022-01,881.841,0.012
64,2022-02,0.0,0.0
64,2022-03,552.591,0.004
64,2022-04,390.791,0.004
64,2022-05,4.175,0.239
64,2022-06,49.164,0.005
65,2016-01,20.347,396.805
65,2016-02,18.231,86.258
65,2016-03,1.891,2.217
65,2016-04,18.242,429.132
65,2016-05,10.735,156.318
65,2016-06,0.198,0.236
65,2016-07,16.772,70.151
65,2016-08,2.843,3.2
65,2016-09,0.183,0.265
65,2016-10,5.408,131.58
65,2016-11,5.031,76.61
65,2016-12,6.851,65.269
65,2017-01,8.29,51.494
65,2017-02,5.51,11.491
65,2017-03,5.465,257.797
65,2017-04,7.567,213.569
65,2017-05,8.595,140.264
65,2017-06,7.869,34.971
65,2017-07,1.657,3.658
65,2017-08,0.016,0.017
65,2017-09,0.345,0.358
65,2017-10,0.008,0.008
65,2017-11,0.923,1.027
65,2017-12,7.982,144.186
65,2018-01,7.922,66.87
65,2018-02,6.711,39.468
65,2018-03,5.87,248.883
65,2018-04,5.202,30.878
65,2018-05,4.756,65.629
65,2018-06,4.602,81.787
65,2018-07,0.184,0.316
65,2018-08,0.255,3.907
65,2018-09,0.152,0.185
65,2018-10,1.038,43.653
65,2018-11,1.868,168.703
65,2018-12,5.168,77.766
65,2019-01,4.772,117.087
65,2019-02,0.0,0.0
65,2019-03,0.049,0.126
65,2019-04,4.827,21.871
65,2019-05,2.298,189.436
65,2019-06,4.357,117.959
65,2019-07,0.204,0.391
65,2019-08,0.326,0.524
65,2019-09,1.878,4.596
65,2019-10,0.348,0.414
65,2019-11,3.194,79.6
65,2019-12,4.86,95.743
65,2020-01,1.153,1.836
65,2020-02,5.952,85.651
65,2020-03,0.0,0.0
65,2020-04,5.471,145.203
65,2020-05,0.923,2.053
65,2020-06,1.886,7.197
65,2020-07,0.309,0.463
65,2020-08,4.028,54.486
65,2020-09,3.177,35.846
65,2020-10,0.892,2.311
65,2020-11,1.008,2.767
65,2020-12,6.346,82.152
65,2021-01,2.916,16.292
65,2021-02,0.0,0.0
65,2021-03,0.662,1.167
65,2021-04,0.281,0.416
65,2021-05,0.601,0.899
65,2021-06,0.117,0.14
65,2021-07,0.247,0.268
65,2021-08,1.405,2.598
65,2021-09,2.402,3.331
65,2021-10,0.879,2.396
65,2021-11,1.945,41.861
65,2021-12,3.648,52.694
65,2022-01,3.522,67.036
65,2022-02,0.0,0.0
65,2022-03,0.388,0.642
65,2022-04,1.141,3.629
65,2022-05,7.994,52.399
65,2022-06,0.716,1.502
66,2016-01,6.48,0.002
66,2016-02,70.815,0.024
66,2016-03,87.725,0.039
66,2016-04,4.466,0.19
66,2016-05,3.521,0.557
66,2016-06,0.0,0.0
66,2016-07,119.346,4.168
66,2016-08,6.194,0.004
66,2016-09,3.458,0.0
66,2016-10,0.917,0.04
66,2016-11,16.779,0.017
66,2016-12,9.006,0.002
66,2017-01,4.713,0.001
66,2017-02,275.973,0.001
66,2017-03,1.748,0.956
66,2017-04,5.562,2.52
66,2017-05,2.932,0.809
66,2017-06,8267.898,0.014
66,2017-07,2.537,0.029
66,2017-08,0.0,0.0
66,2017-09,11.288,0.003
66,2017-10,0.0,0.0
66,2017-11,80.552,0.028
66,2017-12,14.033,0.002
66,2018-01,0.0,0.0
66,2018-02,0.0,0.0
66,2018-03,7.934,3.098
66,2018-04,70.625,0.041
66,2018-05,311.536,0.021
66,2018-06,522.205,0.024
66,2018-07,0.0,0.0
66,2018-08,1.4,0.056
66,2018-09,0.0,0.0
66,2018-10,1.945,0.92
66,2018-11,1.44,1.712
66,2018-12,19.523,0.01
66,2019-01,7.895,5.54
66,2019-02,0.0,0.0
66,2019-03,0.0,0.0
66,2019-04,23.666,0.73
66,2019-05,2.11,4.377
66,2019-06,12.053,3.832
66,2019-07,263.226,0.009
66,2019-08,13.509,0.002
66,2019-09,58.63,0.188
66,2019-10,11.342,0.004
66,2019-11,1.852,0.106
66,2019-12,6.033,0.615
66,2020-01,22.101,0.015
66,2020-02,345.433,0.002
66,2020-03,0.0,0.0
66,2020-04,7.764,5.573
66,2020-05,21.055,0.021
66,2020-06,516.25,0.016
66,2020-07,32.305,0.004
66,2020-08,5.696,0.006
66,2020-09,7.143,0.003
66,2020-10,4.556,0.013
66,2020-11,6.092,0.004
66,2020-12,4.399,0.294
66,2021-01,3.917,0.822
66,2021-02,0.0,0.0
66,2021-03,24.428,0.004
66,2021-04,20.127,0.003
66,2021-05,4.446,0.003
66,2021-06,0.0,0.0
66,2021-07,0.0,0.0
66,2021-08,3.197,0.001
66,2021-09,1.22,0.004
66,2021-10,0.0,0.0
66,2021-11,5.006,0.005
66,2021-12,11.127,0.007
66,2022-01,1.311,0.303
66,2022-02,0.0,0.0
66,2022-03,58.578,0.005
66,2022-04,2.218,0.045
66,2022-05,15.425,1.398
66,2022-06,4.3,0.0
67,2016-01,6.899,27.8
67,2016-02,9.077,2.918
67,2016-03,100.432,0.613
67,2016-04,10.998,49.462
67,2016-05,18.837,25.166
67,2016-06,31545.092,0.043
67,2016-07,5.117,1.751
67,2016-08,19.62,3.121
67,2016-09,21391.144,0.041
67,2016-10,14.318,61.836
67,2016-11,0.144,0.24
67,2016-12,0.521,0.402
67,2017-01,0.875,0.239
67,2017-02,0.0,0.0
67,2017-03,4.364,37.451
67,2017-04,6.106,36.072
67,2017-05,32.413,63.398
67,2017-06,8521.337,0.053
67,2017-07,8.678,0.998
67,2017-08,0.0,0.0
67,2017-09,33.874,0.047
67,2017-10,0.0,0.0
67,2017-11,46.456,0.231
67,2017-12,14.402,57.377
67,2018-01,0.0,0.0
67,2018-02,14.201,5.889
67,2018-03,7.652,63.888
67,2018-04,11.845,2.338
67,2018-05,6.962,19.57
67,2018-06,5.432,20.59
67,2018-07,21773.289,0.052
67,2018-08,0.117,0.456
67,2018-09,18935218.0,0.023
67,2018-10,0.956,4.047
67,2018-11,2.782,38.348
67,2018-12,5.325,20.74
67,2019-01,6.428,33.219
67,2019-02,0.0,0.0
67,2019-03,1331373.375,0.06
67,2019-04,10.251,0.558
67,2019-05,3.229,37.88
67,2019-06,4.017,26.203
67,2019-07,12576.055,0.056
67,2019-08,2255.322,0.126
67,2019-09,9.431,0.276
67,2019-10,26.966,0.05
67,2019-11,4.651,20.75
67,2019-12,8.421,21.402
67,2020-01,42.963,0.22
67,2020-02,9.357,29.28
67,2020-03,0.0,0.0
67,2020-04,8.316,47.165
67,2020-05,50.098,0.202
67,2020-06,8751.89,0.052
67,2020-07,163.223,0.06
67,2020-08,20.179,35.766
67,2020-09,19.412,23.355
67,2020-10,2.523,0.159
67,2020-11,15.104,0.275
67,2020-12,20.159,41.344
67,2021-01,19.138,5.594
67,2021-02,0.0,0.0
67,2021-03,35.979,0.099
67,2021-04,70.874,0.065
67,2021-05,8.279,0.096
67,2021-06,2446.573,0.041
67,2021-07,19713.644,0.038
67,2021-08,0.0,0.0
67,2021-09,3.213,0.051
67,2021-10,118.307,0.027
67,2021-11,5.241,22.577
67,2021-12,8.271,24.008
67,2022-01,7.84,36.633
67,2022-02,0.0,0.0
67,2022-03,14.364,0.121
67,2022-04,9.679,0.743
67,2022-05,24.801,15.367
67,2022-06,3.35,0.087
68,2016-01,0.487,0.0
68,2016-02,0.185,0.0
68,2016-03,0.176,0.0
68,2016-04,2.926,0.0
68,2016-05,37.706,0.009
68,2016-06,2.731,0.0
68,2016-07,3.324,0.0
68,2016-08,5.538,0.0
68,2016-09,0.044,0.0
68,2016-10,1.012,0.0
68,2016-11,0.001,0.0
68,2016-12,0.0,0.0
68,2017-01,0.173,0.0
68,2017-02,0.0,0.0
68,2017-03,1.219,0.001
68,2017-04,1.91,0.0
68,2017-05,48.175,0.017
68,2017-06,0.96,0.0
68,2017-07,7.865,0.0
68,2017-08,0.0,0.0
68,2017-09,7.939,0.0
68,2017-10,0.0,0.0
68,2017-11,0.004,0.0
68,2017-12,0.301,0.0
68,2018-01,0.0,0.0
68,2018-02,271.213,0.0
68,2018-03,1.351,0.001
68,2018-04,0.423,0.0
68,2018-05,1.019,0.0
68,2018-06,4.681,0.0
68,2018-07,7.242,0.0
68,2018-08,0.716,0.0
68,2018-09,719.827,0.0
68,2018-10,0.805,0.001
68,2018-11,2.774,0.004
68,2018-12,0.315,0.0
68,2019-01,6.587,0.0
68,2019-02,0.0,0.0
68,2019-03,100.827,0.0
68,2019-04,4.97,0.0
68,2019-05,1.628,0.001
68,2019-06,4.757,0.002
68,2019-07,4.817,0.0
68,2019-08,3.45,0.0
68,2019-09,15.191,0.0
68,2019-10,1.358,0.0
68,2019-11,4.841,0.0
68,2019-12,16.577,0.002
68,2020-01,6.553,0.0
68,2020-02,20.461,0.0
68,2020-03,0.0,0.0
68,2020-04,1.032,0.0
68,2020-05,0.482,0.0
68,2020-06,1.105,0.0
68,2020-07,3.591,0.0
68,2020-08,3.205,0.0
68,2020-09,0.543,0.0
68,2020-10,0.05,0.0
68,2020-11,0.267,0.0
68,2020-12,22.288,0.0
68,2021-01,9.985,0.0
68,2021-02,0.0,0.0
68,2021-03,0.228,0.0
68,2021-04,0.412,0.0
68,2021-05,10.797,0.0
68,2021-06,12.44,0.0
68,2021-07,0.698,0.0
68,2021-08,0.0,0.0
68,2021-09,0.0,0.0
68,2021-10,0.0,0.0
68,2021-11,3.373,0.0
68,2021-12,3.537,0.0
68,2022-01,0.301,0.0
68,2022-02,0.0,0.0
68,2022-03,0.0,0.0
68,2022-04,0.294,0.0
68,2022-05,39.572,0.005
68,2022-06,1.745,0.0
69,2016-01,238.639,0.013
69,2016-02,277.14,0.014
69,2016-03,222.645,0.013
69,2016-04,4.668,0.256
69,2016-05,4.007,0.889
69,2016-06,0.0,0.0
69,2016-07,4.168,0.207
69,2016-08,14.016,0.016
69,2016-09,1190.188,0.013
69,2016-10,0.98,0.056
69,2016-11,24.166,0.025
69,2016-12,242.115,0.014
69,2017-01,272.871,0.014
69,2017-02,0.0,0.0
69,2017-03,1.085,0.811
69,2017-04,2.438,0.058
69,2017-05,2.169,0.753
69,2017-06,874.236,0.015
69,2017-07,2.606,0.048
69,2017-08,0.0,0.0
69,2017-09,56.837,0.015
69,2017-10,0.0,0.0
69,2017-11,261.182,0.015
69,2017-12,538.619,0.015
69,2018-01,0.0,0.0
69,2018-02,0.0,0.0
69,2018-03,1.51,0.885
69,2018-04,51.864,0.026
69,2018-05,592.79,0.016
69,2018-06,650.716,0.017
69,2018-07,3151.676,0.017
69,2018-08,1.136,0.083
69,2018-09,0.0,0.0
69,2018-10,1.028,0.623
69,2018-11,2.001,3.199
69,2018-12,274.347,0.018
69,2019-01,5.673,0.28
69,2019-02,0.0,0.0
69,2019-03,0.0,0.0
69,2019-04,8.613,0.078
69,2019-05,1.192,0.862
69,2019-06,6.66,2.964
69,2019-07,912.651,0.019
69,2019-08,1926.562,0.019
69,2019-09,189.051,0.019
69,2019-10,48.585,0.02
69,2019-11,3.112,0.235
69,2019-12,10.194,1.293
69,2020-01,66.4,0.032
69,2020-02,1846.979,0.02
69,2020-03,0.0,0.0
69,2020-04,17.668,0.023
69,2020-05,57.112,0.03
69,2020-06,987.391,0.02
69,2020-07,132.604,0.02
69,2020-08,36.555,0.022
69,2020-09,73.516,0.02
69,2020-10,70.35,0.025
69,2020-11,422.564,0.02
69,2020-12,8.249,0.088
69,2021-01,7.058,0.035
69,2021-02,0.0,0.0
69,2021-03,390.813,0.02
69,2021-04,491.133,0.02
69,2021-05,17.799,0.046
69,2021-06,0.0,0.0
69,2021-07,7185.963,0.019
69,2021-08,0.0,0.0
69,2021-09,112.406,0.391
69,2021-10,3501.536,0.019
69,2021-11,22.291,0.021
69,2021-12,103.926,0.034
69,2022-01,245.774,0.02
69,2022-02,0.0,0.0
69,2022-03,2336.246,0.02
69,2022-04,245.15,0.02
69,2022-05,3.743,0.396
69,2022-06,207.58,0.02
70,2016-01,89.022,0.004
70,2016-02,134.003,0.004
70,2016-03,10.62,0.006
70,2016-04,4.849,0.196
70,2016-05,4.356,0.727
70,2016-06,243.672,0.0
70,2016-07,2.845,0.13
70,2016-08,6.714,0.006
70,2016-09,4.068,0.0
70,2016-10,1.161,0.056
70,2016-11,6.755,0.005
70,2016-12,11.776,0.005
70,2017-01,175.305,0.004
70,2017-02,0.0,0.0
70,2017-03,0.652,0.358
70,2017-04,1.368,0.024
70,2017-05,0.778,0.198
70,2017-06,185.348,0.003
70,2017-07,1.64,0.024
70,2017-08,0.0,0.0
70,2017-09,22.656,0.004
70,2017-10,10.199,0.0
70,2017-11,5.17,0.008
70,2017-12,17.456,0.005
70,2018-01,0.0,0.0
70,2018-02,9.392,0.0
70,2018-03,0.88,0.384
70,2018-04,18.203,0.01
70,2018-05,561.264,0.004
70,2018-06,709.629,0.004
70,2018-07,459.747,0.0
70,2018-08,1.252,0.071
70,2018-09,2.944,0.001
70,2018-10,1.454,0.654
70,2018-11,2.213,2.598
70,2018-12,5.944,0.008
70,2019-01,5.43,0.196
70,2019-02,0.0,0.0
70,2019-03,28760.207,0.003
70,2019-04,6.892,0.045
70,2019-05,1.461,1.005
70,2019-06,7.1,2.359
70,2019-07,57.031,0.0
70,2019-08,60.586,0.005
70,2019-09,1.48,0.013
70,2019-10,11.697,0.006
70,2019-11,2.59,0.145
70,2019-12,8.431,0.83
70,2020-01,32.133,0.012
70,2020-02,426.478,0.004
70,2020-03,11.054,0.0
70,2020-04,11.109,0.012
70,2020-05,5.769,0.015
70,2020-06,24.442,0.001
70,2020-07,43.211,0.005
70,2020-08,2.665,0.022
70,2020-09,25.243,0.005
70,2020-10,1.66,0.017
70,2020-11,3.839,0.009
70,2020-12,6.826,0.056
70,2021-01,5.394,0.019
70,2021-02,0.0,0.0
70,2021-03,25.302,0.006
70,2021-04,412.855,0.005
70,2021-05,11.913,0.023
70,2021-06,290.666,0.0
70,2021-07,2.146,0.0
70,2021-08,2.678,0.004
70,2021-09,80.097,0.252
70,2021-10,38.846,0.005
70,2021-11,7.633,0.005
70,2021-12,15.199,0.023
70,2022-01,19.864,0.018
70,2022-02,0.0,0.0
70,2022-03,12.544,0.007
70,2022-04,9.665,0.008
70,2022-05,3.712,0.301
70,2022-06,1.857,0.013
71,2016-01,6.894,27.779
71,2016-02,8.949,2.873
71,2016-03,98.224,0.529
71,2016-04,11.048,49.216
71,2016-05,18.221,21.067
71,2016-06,24391.934,0.024
71,2016-07,5.157,1.552
71,2016-08,19.63,3.156
71,2016-09,16741.803,0.024
71,2016-10,14.462,61.755
71,2016-11,0.123,0.207
71,2016-12,0.494,0.381
71,2017-01,0.806,0.22
71,2017-02,0.0,0.0
71,2017-03,4.405,35.121
71,2017-04,6.1,35.908
71,2017-05,30.584,52.102
71,2017-06,7229.715,0.029
71,2017-07,8.169,0.835
71,2017-08,0.0,0.0
71,2017-09,23.597,0.029
71,2017-10,0.0,0.0
71,2017-11,43.017,0.186
71,2017-12,14.394,57.341
71,2018-01,0.0,0.0
71,2018-02,14.15,5.868
71,2018-03,8.046,63.088
71,2018-04,11.579,2.276
71,2018-05,6.953,19.611
71,2018-06,5.425,20.576
71,2018-07,15451.385,0.028
71,2018-08,0.099,0.38
71,2018-09,0.0,0.0
71,2018-10,0.938,3.527
71,2018-11,2.836,35.449
71,2018-12,5.315,20.698
71,2019-01,6.428,32.974
71,2019-02,0.0,0.0
71,2019-03,1141632.0,0.035
71,2019-04,10.077,0.475
71,2019-05,3.335,37.165
71,2019-06,4.021,24.727
71,2019-07,8895.564,0.03
71,2019-08,2491.889,0.101
71,2019-09,8.631,0.228
71,2019-10,21.426,0.031
71,2019-11,4.657,20.495
71,2019-12,8.259,20.167
71,2020-01,39.536,0.177
71,2020-02,9.35,29.265
71,2020-03,0.0,0.0
71,2020-04,8.313,47.134
71,2020-05,47.134,0.158
71,2020-06,6792.435,0.029
71,2020-07,108.109,0.039
71,2020-08,20.204,35.863
71,2020-09,19.399,23.428
71,2020-10,2.465,0.124
71,2020-11,14.372,0.251
71,2020-12,20.189,41.246
71,2021-01,19.245,5.55
71,2021-02,0.0,0.0
71,2021-03,31.718,0.076
71,2021-04,61.091,0.046
71,2021-05,7.366,0.079
71,2021-06,1579.527,0.026
71,2021-07,17137.158,0.025
71,2021-08,0.0,0.0
71,2021-09,2.719,0.042
71,2021-10,133.201,0.025
71,2021-11,5.241,22.571
71,2021-12,8.271,24.008
71,2022-01,7.837,36.615
71,2022-02,0.0,0.0
71,2022-03,13.685,0.103
71,2022-04,9.535,0.727
71,2022-05,24.675,13.414
71,2022-06,3.376,0.083
72,2016-01,3.33,0.0
72,2016-02,19.217,0.001
72,2016-03,48.779,0.004
72,2016-04,5.45,0.022
72,2016-05,23.293,0.411
72,2016-06,0.0,0.0
72,2016-07,3.795,0.018
72,2016-08,6.269,0.001
72,2016-09,1403.707,0.0
72,2016-10,1.338,0.006
72,2016-11,2.582,0.0
72,2016-12,1.256,0.0
72,2017-01,0.279,0.0
72,2017-02,0.0,0.0
72,2017-03,3.941,0.229
72,2017-04,7.941,0.016
72,2017-05,44.297,1.06
72,2017-06,0.0,0.0
72,2017-07,11.841,0.018
72,2017-08,0.0,0.0
