Reach ID,Date,NO3-N concentration (mg/l),NO3-N  loading (kg/d)
203,2020-10,2.777,0.046
203,2020-11,2.158,0.003
203,2020-12,1.86,0.003
203,2021-01,2.858,0.001
203,2021-02,0.0,0.0
203,2021-03,9.256,0.002
203,2021-04,1.455,0.0
203,2021-05,4.423,0.001
203,2021-06,4.452,0.0
203,2021-07,3.017,0.0
203,2021-08,2.117,0.003
203,2021-09,2.236,0.003
203,2021-10,0.002,0.0
203,2021-11,1.558,0.0
203,2021-12,2.956,0.002
203,2022-01,2.793,0.001
203,2022-02,0.0,0.0
203,2022-03,0.0,0.0
203,2022-04,4.331,0.001
203,2022-05,6.939,0.104
203,2022-06,2.867,0.032
204,2016-01,8.747,0.01
204,2016-02,66.511,0.007
204,2016-03,29.142,0.11
204,2016-04,5.529,1.176
204,2016-05,13.927,15.38
204,2016-06,0.0,0.0
204,2016-07,3.049,1.932
204,2016-08,1.692,0.009
204,2016-09,4.368,0.002
204,2016-10,1.363,0.77
204,2016-11,33.475,0.071
204,2016-12,2.389,0.005
204,2017-01,58.116,0.007
204,2017-02,0.0,0.0
204,2017-03,3.065,10.79
204,2017-04,5.659,0.707
204,2017-05,13.361,17.791
204,2017-06,4680.789,0.02
204,2017-07,3.571,0.365
204,2017-08,0.0,0.0
204,2017-09,0.0,0.0
204,2017-10,0.0,0.0
204,2017-11,2.392,0.021
204,2017-12,17.157,0.025
204,2018-01,0.0,0.0
204,2018-02,0.0,0.0
204,2018-03,5.499,15.74
204,2018-04,24.628,0.08
204,2018-05,1076.466,0.045
204,2018-06,2637.637,0.034
204,2018-07,0.0,0.0
204,2018-08,0.699,0.437
204,2018-09,2.739,0.002
204,2018-10,1.033,2.961
204,2018-11,1.765,11.397
204,2018-12,14.459,0.009
204,2019-01,5.169,0.933
204,2019-02,0.0,0.0
204,2019-03,0.0,0.0
204,2019-04,7.201,0.261
204,2019-05,1.158,7.349
204,2019-06,3.944,9.112
204,2019-07,2965.127,0.011
204,2019-08,1.47,0.0
204,2019-09,2.526,0.038
204,2019-10,2.362,0.001
204,2019-11,3.039,0.837
204,2019-12,15.536,6.465
204,2020-01,45.956,0.057
204,2020-02,0.0,0.0
204,2020-03,0.0,0.0
204,2020-04,4.095,0.017
204,2020-05,7.491,0.076
204,2020-06,14786.165,0.011
204,2020-07,9.067,0.003
204,2020-08,2.363,0.082
204,2020-09,5.849,0.0
204,2020-10,6.007,0.739
204,2020-11,1.93,0.022
204,2020-12,11.036,0.303
204,2021-01,9.899,0.147
204,2021-02,0.0,0.0
204,2021-03,6.997,0.006
204,2021-04,19.799,0.002
204,2021-05,8.579,0.04
204,2021-06,0.0,0.0
204,2021-07,7.662,0.004
204,2021-08,2.031,0.013
204,2021-09,2.325,0.002
204,2021-10,0.002,0.0
204,2021-11,4.534,0.018
204,2021-12,7.065,0.03
204,2022-01,256.31,0.138
204,2022-02,0.0,0.0
204,2022-03,0.0,0.0
204,2022-04,80.436,0.044
204,2022-05,23.972,6.401
204,2022-06,5.282,2.941
205,2016-01,0.598,0.052
205,2016-02,0.269,0.024
205,2016-03,8.238,0.955
205,2016-04,3.595,4.369
205,2016-05,6.178,36.34
205,2016-06,0.043,0.004
205,2016-07,2.376,8.356
205,2016-08,1.176,0.019
205,2016-09,0.0,0.0
205,2016-10,2.305,7.076
205,2016-11,22.594,0.261
205,2016-12,2.405,0.118
205,2017-01,0.289,0.017
205,2017-02,0.0,0.0
205,2017-03,4.009,71.434
205,2017-04,1.896,10.673
205,2017-05,12.001,85.773
205,2017-06,0.224,0.087
205,2017-07,3.147,2.079
205,2017-08,0.0,0.0
205,2017-09,10.199,0.004
205,2017-10,0.0,0.0
205,2017-11,4.228,0.471
205,2017-12,2.431,0.251
205,2018-01,0.0,0.0
205,2018-02,0.0,0.0
205,2018-03,6.175,101.177
205,2018-04,0.706,0.603
205,2018-05,0.186,0.191
205,2018-06,0.167,0.157
205,2018-07,0.138,0.023
205,2018-08,0.789,2.53
205,2018-09,2.859,0.006
205,2018-10,1.608,23.905
205,2018-11,1.552,50.797
205,2018-12,0.977,0.116
205,2019-01,3.887,4.171
205,2019-02,0.0,0.0
205,2019-03,0.013,0.009
205,2019-04,1.193,1.314
205,2019-05,1.364,56.324
205,2019-06,3.337,42.436
205,2019-07,0.167,0.052
205,2019-08,0.144,0.006
205,2019-09,1.791,0.352
205,2019-10,2.659,0.003
205,2019-11,3.559,4.972
205,2019-12,19.167,40.57
205,2020-01,23.571,0.37
205,2020-02,0.0,0.0
205,2020-03,0.0,0.0
205,2020-04,1.023,0.167
205,2020-05,2.506,0.734
205,2020-06,0.193,0.029
205,2020-07,0.229,0.008
205,2020-08,1.874,0.831
205,2020-09,3.993,0.0
205,2020-10,3.963,2.584
205,2020-11,2.893,0.407
205,2020-12,13.347,1.915
205,2021-01,10.685,1.147
205,2021-02,0.0,0.0
205,2021-03,5.711,0.322
205,2021-04,0.291,0.009
205,2021-05,4.103,0.192
205,2021-06,13.7,0.001
205,2021-07,5.489,0.007
205,2021-08,1.936,0.201
205,2021-09,2.601,0.0
205,2021-10,0.003,0.0
205,2021-11,1.088,0.116
205,2021-12,1.65,0.249
205,2022-01,0.595,1.272
205,2022-02,0.0,0.0
205,2022-03,0.059,0.014
205,2022-04,0.353,0.221
205,2022-05,64.361,88.803
205,2022-06,6.05,21.855
206,2016-01,0.613,0.041
206,2016-02,0.265,0.021
206,2016-03,8.186,0.764
206,2016-04,3.461,3.756
206,2016-05,5.961,31.231
206,2016-06,0.034,0.003
206,2016-07,2.309,7.27
206,2016-08,1.105,0.018
206,2016-09,4.108,0.005
206,2016-10,2.404,6.589
206,2016-11,22.926,0.257
206,2016-12,2.305,0.109
206,2017-01,0.283,0.013
206,2017-02,0.0,0.0
206,2017-03,3.923,62.114
206,2017-04,2.048,10.093
206,2017-05,11.466,72.999
206,2017-06,0.213,0.078
206,2017-07,3.079,1.829
206,2017-08,0.0,0.0
206,2017-09,9.576,0.002
206,2017-10,6.081,0.007
206,2017-11,4.023,0.42
206,2017-12,2.42,0.222
206,2018-01,0.0,0.0
206,2018-02,0.0,0.0
206,2018-03,5.983,87.496
206,2018-04,0.685,0.521
206,2018-05,0.179,0.174
206,2018-06,0.16,0.144
206,2018-07,0.125,0.02
206,2018-08,0.781,2.235
206,2018-09,2.891,0.015
206,2018-10,1.528,20.238
206,2018-11,1.575,45.854
206,2018-12,0.898,0.103
206,2019-01,3.916,3.719
206,2019-02,0.0,0.0
206,2019-03,0.003,0.002
206,2019-04,1.186,1.156
206,2019-05,1.399,51.902
206,2019-06,2.597,29.512
206,2019-07,0.155,0.048
206,2019-08,0.137,0.006
206,2019-09,1.75,0.325
206,2019-10,2.518,0.008
206,2019-11,3.67,4.549
206,2019-12,20.066,37.368
206,2020-01,27.594,0.336
206,2020-02,0.0,0.0
206,2020-03,0.0,0.0
206,2020-04,1.045,0.149
206,2020-05,2.472,0.655
206,2020-06,0.176,0.023
206,2020-07,0.227,0.009
206,2020-08,1.811,0.747
206,2020-09,3.581,0.004
206,2020-10,3.033,1.714
206,2020-11,2.936,0.39
206,2020-12,12.507,1.577
206,2021-01,9.975,0.985
206,2021-02,0.0,0.0
206,2021-03,5.715,0.267
206,2021-04,0.28,0.009
206,2021-05,3.042,0.138
206,2021-06,12.97,0.001
206,2021-07,5.554,0.028
206,2021-08,1.933,0.194
206,2021-09,2.798,0.007
206,2021-10,0.003,0.0
206,2021-11,1.049,0.096
206,2021-12,1.625,0.223
206,2022-01,0.63,1.196
206,2022-02,0.0,0.0
206,2022-03,0.049,0.01
206,2022-04,0.347,0.193
206,2022-05,69.441,82.836
206,2022-06,5.781,18.933
207,2016-01,10.631,0.002
207,2016-02,407.306,0.001
207,2016-03,555.883,0.002
207,2016-04,3.358,0.137
207,2016-05,2.807,0.584
207,2016-06,0.0,0.0
207,2016-07,2.463,0.275
207,2016-08,0.464,0.001
207,2016-09,0.0,0.0
207,2016-10,0.81,0.083
207,2016-11,46.964,0.026
207,2016-12,15.889,0.0
207,2017-01,328.032,0.001
207,2017-02,0.0,0.0
207,2017-03,3.71,2.489
207,2017-04,6.052,0.146
207,2017-05,8.674,2.188
207,2017-06,3110.034,0.004
207,2017-07,2.641,0.05
207,2017-08,0.0,0.0
207,2017-09,0.0,0.0
207,2017-10,0.0,0.0
207,2017-11,45.791,0.0
207,2017-12,749.092,0.001
207,2018-01,0.0,0.0
207,2018-02,0.0,0.0
207,2018-03,4.933,2.706
207,2018-04,27.8,0.013
207,2018-05,2285.494,0.01
207,2018-06,1958.444,0.007
207,2018-07,0.0,0.0
207,2018-08,0.651,0.077
207,2018-09,0.0,0.0
207,2018-10,0.753,0.403
207,2018-11,1.494,1.835
207,2018-12,338.595,0.002
207,2019-01,4.908,0.168
207,2019-02,0.0,0.0
207,2019-03,0.0,0.0
207,2019-04,6.981,0.048
207,2019-05,1.244,0.849
207,2019-06,3.518,1.542
207,2019-07,1695.095,0.002
207,2019-08,62.651,0.0
207,2019-09,0.0,0.0
207,2019-10,0.769,0.0
207,2019-11,3.935,0.205
207,2019-12,20.069,1.53
207,2020-01,66.615,0.013
207,2020-02,0.0,0.0
207,2020-03,0.0,0.0
207,2020-04,3.548,0.003
207,2020-05,11.734,0.01
207,2020-06,4874.642,0.002
207,2020-07,0.216,0.0
207,2020-08,7.491,0.001
207,2020-09,5.434,0.0
207,2020-10,1.945,0.039
207,2020-11,0.0,0.0
207,2020-12,25.312,0.123
207,2021-01,21.423,0.059
207,2021-02,0.0,0.0
207,2021-03,99.452,0.0
207,2021-04,522.982,0.001
207,2021-05,15.642,0.023
207,2021-06,0.0,0.0
207,2021-07,7.077,0.0
207,2021-08,0.0,0.0
207,2021-09,0.0,0.0
207,2021-10,0.004,0.0
207,2021-11,9.589,0.007
207,2021-12,39.32,0.007
207,2022-01,3695.088,0.026
207,2022-02,0.0,0.0
207,2022-03,0.0,0.0
207,2022-04,1177.727,0.009
207,2022-05,52.808,2.642
207,2022-06,8.281,0.796
208,2016-01,4.924,0.002
208,2016-02,49.498,0.003
208,2016-03,12.328,0.037
208,2016-04,3.744,0.333
208,2016-05,2.744,1.281
208,2016-06,11305.62,0.001
208,2016-07,2.145,0.614
208,2016-08,0.997,0.003
208,2016-09,4.423,0.001
208,2016-10,1.221,0.305
208,2016-11,15.954,0.026
208,2016-12,4.085,0.007
208,2017-01,36.871,0.002
208,2017-02,0.0,0.0
208,2017-03,4.827,6.963
208,2017-04,7.225,0.381
208,2017-05,34.46,19.232
208,2017-06,346.725,0.009
208,2017-07,7.502,0.329
208,2017-08,0.0,0.0
208,2017-09,5.164,0.001
208,2017-10,5.337,0.001
208,2017-11,2.581,0.02
208,2017-12,5.76,0.007
208,2018-01,0.0,0.0
208,2018-02,0.0,0.0
208,2018-03,1.482,1.747
208,2018-04,34.806,0.056
208,2018-05,208.909,0.018
208,2018-06,172.925,0.013
208,2018-07,252.837,0.001
208,2018-08,0.68,0.176
208,2018-09,2.85,0.001
208,2018-10,1.084,1.312
208,2018-11,0.613,1.634
208,2018-12,15.945,0.009
208,2019-01,1.41,0.106
208,2019-02,0.0,0.0
208,2019-03,0.0,0.0
208,2019-04,4.392,0.066
208,2019-05,0.707,1.921
208,2019-06,1.356,1.311
208,2019-07,201.95,0.005
208,2019-08,1.692,0.0
208,2019-09,1.253,0.019
208,2019-10,1.619,0.001
208,2019-11,1.68,0.197
208,2019-12,5.676,1.183
208,2020-01,15.474,0.011
208,2020-02,0.0,0.0
208,2020-03,0.0,0.0
208,2020-04,10.528,0.025
208,2020-05,4.733,0.041
208,2020-06,267.479,0.004
208,2020-07,5.26,0.001
208,2020-08,2.301,0.074
208,2020-09,4.673,0.001
208,2020-10,5.551,0.609
208,2020-11,1.977,0.019
208,2020-12,5.042,0.074
208,2021-01,5.269,0.034
208,2021-02,0.0,0.0
208,2021-03,14.242,0.012
208,2021-04,52.159,0.002
208,2021-05,2.541,0.006
208,2021-06,0.0,0.0
208,2021-07,4.234,0.001
208,2021-08,2.236,0.016
208,2021-09,1.749,0.001
208,2021-10,0.002,0.0
208,2021-11,2.539,0.004
208,2021-12,3.166,0.011
208,2022-01,156.6,0.069
208,2022-02,0.0,0.0
208,2022-03,0.0,0.0
208,2022-04,56.904,0.042
208,2022-05,4.01,0.621
208,2022-06,2.237,0.462
209,2016-01,9.328,0.005
209,2016-02,302.317,0.003
209,2016-03,6.714,0.019
209,2016-04,7.259,0.836
209,2016-05,22.951,13.899
209,2016-06,0.0,0.0
209,2016-07,3.396,1.223
209,2016-08,3.276,0.009
209,2016-09,4.337,0.002
209,2016-10,1.635,0.519
209,2016-11,6.817,0.004
209,2016-12,1.956,0.004
209,2017-01,253.143,0.003
209,2017-02,0.0,0.0
209,2017-03,1.754,3.378
209,2017-04,4.068,0.272
209,2017-05,9.952,7.225
209,2017-06,3964.024,0.012
209,2017-07,2.846,0.16
209,2017-08,0.0,0.0
209,2017-09,0.0,0.0
209,2017-10,0.0,0.0
209,2017-11,2.366,0.02
209,2017-12,6.301,0.008
209,2018-01,0.0,0.0
209,2018-02,0.0,0.0
209,2018-03,5.175,8.015
209,2018-04,19.072,0.038
209,2018-05,2565.077,0.028
209,2018-06,2252.903,0.02
209,2018-07,0.0,0.0
209,2018-08,0.641,0.221
209,2018-09,2.739,0.002
209,2018-10,0.814,1.293
209,2018-11,2.177,7.681
209,2018-12,11.71,0.006
209,2019-01,6.11,0.598
209,2019-02,0.0,0.0
209,2019-03,0.0,0.0
209,2019-04,7.318,0.143
209,2019-05,1.145,5.411
209,2019-06,2.733,3.439
209,2019-07,2311.996,0.006
209,2019-08,1.033,0.0
209,2019-09,1.232,0.017
209,2019-10,0.997,0.001
209,2019-11,3.107,0.464
209,2019-12,17.03,3.666
209,2020-01,48.724,0.03
209,2020-02,0.0,0.0
209,2020-03,0.0,0.0
209,2020-04,4.499,0.009
209,2020-05,5.721,0.052
209,2020-06,19872.346,0.006
209,2020-07,11.954,0.003
209,2020-08,1.69,0.05
209,2020-09,32.674,0.0
209,2020-10,1.342,0.063
209,2020-11,1.83,0.02
209,2020-12,2.38,0.034
209,2021-01,2.704,0.022
209,2021-02,0.0,0.0
209,2021-03,3.817,0.002
209,2021-04,3.452,0.0
209,2021-05,1.627,0.004
209,2021-06,0.0,0.0
209,2021-07,7.851,0.004
209,2021-08,2.031,0.016
209,2021-09,2.745,0.001
209,2021-10,0.014,0.0
209,2021-11,2.391,0.005
209,2021-12,3.553,0.012
209,2022-01,200.731,0.078
209,2022-02,0.0,0.0
209,2022-03,0.0,0.0
209,2022-04,59.134,0.024
209,2022-05,8.28,1.019
209,2022-06,2.353,0.807
210,2016-01,3.476,0.001
210,2016-02,46.523,0.002
210,2016-03,10.115,0.03
210,2016-04,3.15,0.2
210,2016-05,2.373,0.799
210,2016-06,0.0,0.0
210,2016-07,1.984,0.434
210,2016-08,0.536,0.001
210,2016-09,4.383,0.001
210,2016-10,1.184,0.222
210,2016-11,15.759,0.021
210,2016-12,3.72,0.006
210,2017-01,44.344,0.002
210,2017-02,0.0,0.0
210,2017-03,5.334,5.457
210,2017-04,7.74,0.292
210,2017-05,38.287,15.387
210,2017-06,307.198,0.006
210,2017-07,8.03,0.262
210,2017-08,0.0,0.0
210,2017-09,3.889,0.001
210,2017-10,5.337,0.001
210,2017-11,2.583,0.02
210,2017-12,5.118,0.006
210,2018-01,0.0,0.0
210,2018-02,0.0,0.0
210,2018-03,1.24,1.038
210,2018-04,33.772,0.044
210,2018-05,156.849,0.01
210,2018-06,128.873,0.007
210,2018-07,2.096,0.0
210,2018-08,0.672,0.125
210,2018-09,2.85,0.001
210,2018-10,1.029,0.903
210,2018-11,0.621,1.176
210,2018-12,14.698,0.008
210,2019-01,1.267,0.068
210,2019-02,0.0,0.0
210,2019-03,0.0,0.0
210,2019-04,4.584,0.049
210,2019-05,0.687,1.575
210,2019-06,1.325,0.919
210,2019-07,201.552,0.004
210,2019-08,1.643,0.0
210,2019-09,1.253,0.019
210,2019-10,1.581,0.001
210,2019-11,0.969,0.081
210,2019-12,2.509,0.389
210,2020-01,6.933,0.004
210,2020-02,0.0,0.0
210,2020-03,0.0,0.0
210,2020-04,11.688,0.021
210,2020-05,3.668,0.03
210,2020-06,250.359,0.003
210,2020-07,0.315,0.0
210,2020-08,2.219,0.073
210,2020-09,4.662,0.001
210,2020-10,2.845,0.237
210,2020-11,1.979,0.019
210,2020-12,2.287,0.025
210,2021-01,2.664,0.012
210,2021-02,0.0,0.0
210,2021-03,8.985,0.007
210,2021-04,62.193,0.002
210,2021-05,1.547,0.002
210,2021-06,0.0,0.0
210,2021-07,4.268,0.001
210,2021-08,2.236,0.016
210,2021-09,1.75,0.001
210,2021-10,0.002,0.0
210,2021-11,2.656,0.003
210,2021-12,2.936,0.01
210,2022-01,131.384,0.055
210,2022-02,0.0,0.0
210,2022-03,0.0,0.0
210,2022-04,50.853,0.036
210,2022-05,3.667,0.416
210,2022-06,1.982,0.334
211,2016-01,5.6,0.012
211,2016-02,21.294,0.008
211,2016-03,10.65,0.172
211,2016-04,2.98,1.097
211,2016-05,9.214,18.207
211,2016-06,303.873,0.012
211,2016-07,1.758,2.23
211,2016-08,1.309,0.009
211,2016-09,3.748,0.0
211,2016-10,1.296,1.434
211,2016-11,19.442,0.056
211,2016-12,2.233,0.04
211,2017-01,51.893,0.015
211,2017-02,0.0,0.0
211,2017-03,2.754,16.785
211,2017-04,5.211,1.12
211,2017-05,4.771,11.188
211,2017-06,40.365,0.036
211,2017-07,1.798,0.333
211,2017-08,0.0,0.0
211,2017-09,2.55,0.002
211,2017-10,0.0,0.0
211,2017-11,2.311,0.12
211,2017-12,5.759,0.033
211,2018-01,0.0,0.0
211,2018-02,1005.254,0.0
211,2018-03,6.783,33.316
211,2018-04,25.661,0.156
211,2018-05,321.253,0.074
211,2018-06,263.168,0.052
211,2018-07,788.577,0.008
211,2018-08,0.706,0.778
211,2018-09,2.716,0.004
211,2018-10,1.048,5.448
211,2018-11,2.285,25.586
211,2018-12,8.027,0.049
211,2019-01,6.611,2.085
211,2019-02,0.0,0.0
211,2019-03,12141.83,0.017
211,2019-04,8.905,0.53
211,2019-05,1.227,13.363
211,2019-06,3.435,13.913
211,2019-07,106.672,0.014
211,2019-08,3.89,0.003
211,2019-09,1.576,0.136
211,2019-10,2.11,0.0
211,2019-11,1.702,0.813
211,2019-12,17.099,12.941
211,2020-01,42.634,0.113
211,2020-02,64812.176,0.001
211,2020-03,555.816,0.0
211,2020-04,6.651,0.052
211,2020-05,3.99,0.223
211,2020-06,356.981,0.01
211,2020-07,5.269,0.005
211,2020-08,1.82,0.332
211,2020-09,2.067,0.002
211,2020-10,1.409,0.431
211,2020-11,1.659,0.105
211,2020-12,11.988,0.629
211,2021-01,14.941,0.39
211,2021-02,0.0,0.0
211,2021-03,8.838,0.02
211,2021-04,18.161,0.003
211,2021-05,3.947,0.027
211,2021-06,250.167,0.012
211,2021-07,5.273,0.001
211,2021-08,1.769,0.095
211,2021-09,0.0,0.0
211,2021-10,0.007,0.0
211,2021-11,7.877,0.042
211,2021-12,3.922,0.093
211,2022-01,64.683,0.167
211,2022-02,0.0,0.0
211,2022-03,1064442.5,0.003
211,2022-04,17.583,0.077
211,2022-05,117.026,51.63
211,2022-06,6.19,7.643
212,2016-01,12.473,0.003
212,2016-02,0.071,0.0
212,2016-03,41.25,0.067
212,2016-04,6.53,0.318
212,2016-05,15.075,3.88
212,2016-06,0.0,0.0
212,2016-07,3.519,0.562
212,2016-08,2.593,0.003
212,2016-09,4.02,0.001
212,2016-10,1.835,0.26
212,2016-11,20.349,0.018
212,2016-12,5.421,0.006
212,2017-01,1.121,0.0
212,2017-02,0.0,0.0
212,2017-03,3.512,2.792
212,2017-04,6.145,0.178
212,2017-05,6.881,2.119
212,2017-06,239.627,0.004
212,2017-07,2.84,0.07
212,2017-08,0.0,0.0
212,2017-09,7.742,0.001
212,2017-10,5.112,0.001
212,2017-11,2.986,0.011
212,2017-12,9.397,0.005
212,2018-01,0.0,0.0
212,2018-02,0.0,0.0
212,2018-03,7.46,4.826
212,2018-04,30.689,0.029
212,2018-05,118.352,0.007
212,2018-06,93.197,0.005
212,2018-07,4.67,0.0
212,2018-08,0.931,0.135
212,2018-09,2.607,0.002
212,2018-10,2.678,1.796
212,2018-11,1.864,2.727
212,2018-12,10.75,0.004
212,2019-01,6.11,0.252
212,2019-02,0.0,0.0
212,2019-03,0.0,0.0
212,2019-04,9.731,0.08
212,2019-05,1.326,2.376
212,2019-06,5.674,3.061
212,2019-07,175.533,0.004
212,2019-08,1.194,0.0
212,2019-09,1.199,0.008
212,2019-10,4.805,0.002
212,2019-11,3.284,0.206
212,2019-12,16.383,1.632
212,2020-01,48.432,0.015
212,2020-02,0.0,0.0
212,2020-03,0.0,0.0
212,2020-04,7.076,0.01
212,2020-05,7.334,0.036
212,2020-06,220.092,0.002
212,2020-07,0.407,0.0
212,2020-08,2.973,0.043
212,2020-09,9.433,0.001
212,2020-10,10.097,0.301
212,2020-11,2.44,0.012
212,2020-12,11.68,0.079
212,2021-01,11.497,0.039
212,2021-02,0.0,0.0
212,2021-03,85.025,0.046
212,2021-04,6.38,0.0
212,2021-05,12.594,0.024
212,2021-06,0.0,0.0
212,2021-07,5.305,0.003
212,2021-08,1.906,0.009
212,2021-09,5.494,0.001
212,2021-10,0.007,0.0
212,2021-11,5.159,0.005
212,2021-12,6.066,0.01
212,2022-01,114.328,0.03
212,2022-02,0.0,0.0
212,2022-03,0.0,0.0
212,2022-04,38.986,0.012
212,2022-05,34.401,2.095
212,2022-06,6.916,1.089
213,2016-01,8.443,0.002
213,2016-02,197.306,0.001
213,2016-03,30.837,0.006
213,2016-04,3.673,0.192
213,2016-05,2.841,0.753
213,2016-06,0.0,0.0
213,2016-07,2.183,0.304
213,2016-08,0.602,0.0
213,2016-09,0.0,0.0
213,2016-10,0.869,0.11
213,2016-11,41.887,0.029
213,2016-12,3.386,0.001
213,2017-01,171.954,0.001
213,2017-02,0.0,0.0
213,2017-03,3.356,2.891
213,2017-04,5.889,0.175
213,2017-05,6.329,2.018
213,2017-06,1593.831,0.007
213,2017-07,2.234,0.052
213,2017-08,0.0,0.0
213,2017-09,0.0,0.0
213,2017-10,0.0,0.0
213,2017-11,2.799,0.002
213,2017-12,385.359,0.002
213,2018-01,0.0,0.0
213,2018-02,0.0,0.0
213,2018-03,13.626,9.552
213,2018-04,35.567,0.023
213,2018-05,1217.091,0.017
213,2018-06,980.362,0.014
213,2018-07,1653.901,0.003
213,2018-08,0.932,0.14
213,2018-09,0.0,0.0
213,2018-10,0.951,0.65
213,2018-11,0.631,1.001
213,2018-12,125.582,0.002
213,2019-01,1.198,0.052
213,2019-02,0.0,0.0
213,2019-03,0.0,0.0
213,2019-04,2.667,0.024
213,2019-05,0.746,0.65
213,2019-06,1.006,0.562
213,2019-07,612.868,0.003
213,2019-08,65.757,0.0
213,2019-09,1.084,0.001
213,2019-10,1.177,0.0
213,2019-11,0.653,0.043
213,2019-12,48.559,4.181
213,2020-01,121.326,0.029
213,2020-02,0.0,0.0
213,2020-03,0.0,0.0
213,2020-04,5.022,0.006
213,2020-05,19.856,0.009
213,2020-06,1090.236,0.003
213,2020-07,12.288,0.002
213,2020-08,1.943,0.0
213,2020-09,7.17,0.0
213,2020-10,2.391,0.013
213,2020-11,2.008,0.001
213,2020-12,18.385,0.096
213,2021-01,13.025,0.046
213,2021-02,0.0,0.0
213,2021-03,930.561,0.005
213,2021-04,262.549,0.001
213,2021-05,1.902,0.001
213,2021-06,0.0,0.0
213,2021-07,1.913,0.0
213,2021-08,1.794,0.001
213,2021-09,0.0,0.0
213,2021-10,0.01,0.0
213,2021-11,10.662,0.01
213,2021-12,21.372,0.01
213,2022-01,2222.883,0.037
213,2022-02,0.0,0.0
213,2022-03,0.0,0.0
213,2022-04,624.895,0.011
213,2022-05,62.929,2.792
213,2022-06,5.902,0.796
214,2016-01,8.253,0.006
214,2016-02,242.014,0.004
214,2016-03,6.083,0.014
214,2016-04,3.414,0.515
214,2016-05,2.576,1.995
214,2016-06,0.0,0.0
214,2016-07,2.049,0.887
214,2016-08,0.524,0.001
214,2016-09,3.895,0.001
214,2016-10,0.919,0.355
214,2016-11,36.259,0.076
214,2016-12,1.989,0.004
214,2017-01,142.728,0.002
214,2017-02,0.0,0.0
214,2017-03,3.341,8.322
214,2017-04,5.937,0.52
214,2017-05,6.183,5.733
214,2017-06,2037.672,0.018
214,2017-07,2.091,0.146
214,2017-08,0.0,0.0
214,2017-09,1.433,0.0
214,2017-10,5.251,0.001
214,2017-11,2.175,0.015
214,2017-12,8.281,0.008
214,2018-01,0.0,0.0
214,2018-02,0.0,0.0
214,2018-03,11.47,23.09
214,2018-04,27.86,0.064
214,2018-05,1559.216,0.045
214,2018-06,1218.921,0.034
214,2018-07,1654.998,0.005
214,2018-08,0.857,0.378
214,2018-09,2.494,0.002
214,2018-10,0.848,1.708
214,2018-11,0.815,3.734
214,2018-12,17.121,0.009
214,2019-01,1.993,0.252
214,2019-02,0.0,0.0
214,2019-03,3665.884,0.001
214,2019-04,3.607,0.092
214,2019-05,0.807,3.87
214,2019-06,1.338,2.166
214,2019-07,646.139,0.006
214,2019-08,2.559,0.0
214,2019-09,1.188,0.015
214,2019-10,1.082,0.001
214,2019-11,1.599,0.308
214,2019-12,38.984,9.951
214,2020-01,98.532,0.074
214,2020-02,0.0,0.0
214,2020-03,0.0,0.0
214,2020-04,5.343,0.02
214,2020-05,7.588,0.069
214,2020-06,1117.773,0.006
214,2020-07,11.17,0.004
214,2020-08,1.723,0.037
214,2020-09,8.44,0.0
214,2020-10,1.444,0.054
214,2020-11,1.785,0.016
214,2020-12,17.98,0.286
214,2021-01,14.992,0.153
214,2021-02,0.0,0.0
214,2021-03,18.109,0.009
214,2021-04,109.726,0.001
214,2021-05,1.946,0.006
214,2021-06,9.827,0.0
214,2021-07,5.621,0.004
214,2021-08,1.942,0.011
214,2021-09,4.048,0.002
214,2021-10,0.017,0.0
214,2021-11,8.36,0.023
214,2021-12,8.547,0.029
214,2022-01,333.429,0.111
214,2022-02,0.0,0.0
214,2022-03,0.0,0.0
214,2022-04,99.989,0.038
214,2022-05,43.827,5.649
214,2022-06,4.585,1.963
215,2016-01,0.608,0.033
215,2016-02,0.259,0.017
215,2016-03,8.609,0.637
215,2016-04,3.507,3.034
215,2016-05,6.682,28.093
215,2016-06,0.036,0.003
215,2016-07,2.313,5.85
215,2016-08,1.114,0.013
215,2016-09,4.114,0.002
215,2016-10,2.679,5.902
215,2016-11,21.209,0.166
215,2016-12,2.243,0.091
215,2017-01,0.263,0.01
215,2017-02,0.0,0.0
215,2017-03,3.97,50.613
215,2017-04,2.283,9.41
215,2017-05,12.595,64.607
215,2017-06,0.19,0.059
215,2017-07,3.336,1.593
215,2017-08,0.0,0.0
215,2017-09,0.0,0.0
215,2017-10,6.737,0.005
215,2017-11,4.378,0.363
215,2017-12,2.68,0.196
215,2018-01,0.0,0.0
215,2018-02,0.0,0.0
215,2018-03,5.075,60.282
215,2018-04,0.675,0.422
215,2018-05,0.155,0.125
215,2018-06,0.14,0.11
215,2018-07,0.11,0.015
215,2018-08,0.741,1.706
215,2018-09,3.038,0.006
215,2018-10,1.464,15.591
215,2018-11,1.755,41.106
215,2018-12,0.888,0.085
215,2019-01,4.373,3.35
215,2019-02,0.0,0.0
215,2019-03,0.001,0.001
215,2019-04,1.265,0.999
215,2019-05,1.527,46.884
215,2019-06,2.656,24.511
215,2019-07,0.142,0.04
215,2019-08,0.12,0.006
215,2019-09,1.833,0.267
215,2019-10,1.723,0.002
215,2019-11,4.188,4.165
215,2019-12,17.996,26.441
215,2020-01,35.784,0.252
