Table Name,Table Alias,Column Name,Column Alias
Reservoir,Reservoir parameter,Q_REL,Average spillway release (m^3/s)
Reservoir,Reservoir parameter,k_res,Bottom hydraulic conductivity (mm/hr)
Reservoir,Reservoir parameter,OFLOWMN01,Minimum outflow Jan. (m^3/s)
Reservoir,Reservoir parameter,OFLOWMN02,Minimum outflow Feb. (m^3/s)
Reservoir,Reservoir parameter,OFLOWMN03,Minimum outflow Mar. (m^3/s)
Reservoir,Reservoir parameter,OFLOWMN04,Minimum outflow Apr. (m^3/s)
Reservoir,Reservoir parameter,OFLOWMN05,Minimum outflow May (m^3/s)
Reservoir,Reservoir parameter,OFLOWMN06,Minimum outflow Jun. (m^3/s)
Reservoir,Reservoir parameter,OFLOWMN07,Minimum outflow Jul. (m^3/s)
Reservoir,Reservoir parameter,OFLOWMN08,Minimum outflow Aug. (m^3/s)
Reservoir,Reservoir parameter,OFLOWMN09,Minimum outflow Sep. (m^3/s)
Reservoir,Reservoir parameter,OFLOWMN10,Minimum outflow Oct. (m^3/s)
Reservoir,Reservoir parameter,OFLOWMN11,Minimum outflow Nov. (m^3/s)
Reservoir,Reservoir parameter,OFLOWMN12,Minimum outflow Dec. (m^3/s)
Reservoir,Reservoir parameter,OFLOWMX01,Maximum outflow Jan. (m^3/s)
Reservoir,Reservoir parameter,OFLOWMX02,Maximum outflow Feb. (m^3/s)
Reservoir,Reservoir parameter,OFLOWMX03,Maximum outflow Mar. (m^3/s)
Reservoir,Reservoir parameter,OFLOWMX04,Maximum outflow Apr. (m^3/s)
Reservoir,Reservoir parameter,OFLOWMX05,Maximum outflow May (m^3/s)
Reservoir,Reservoir parameter,OFLOWMX06,Maximum outflow Jun. (m^3/s)
Reservoir,Reservoir parameter,OFLOWMX07,Maximum outflow Jul. (m^3/s)
Reservoir,Reservoir parameter,OFLOWMX08,Maximum outflow Aug. (m^3/s)
Reservoir,Reservoir parameter,OFLOWMX09,Maximum outflow Sep. (m^3/s)
Reservoir,Reservoir parameter,OFLOWMX10,Maximum outflow Oct. (m^3/s)
Reservoir,Reservoir parameter,OFLOWMX11,Maximum outflow Nov. (m^3/s)
Reservoir,Reservoir parameter,OFLOWMX12,Maximum outflow Dec. (m^3/s)
Reservoir,Reservoir parameter,METHOD,Flow routing method
Reservoir,Reservoir parameter,SEDMETHOD,Sediment routing method
Reservoir,Reservoir parameter,INT_SC,Initial sediment concentration (mg/l)
Reservoir,Reservoir parameter,NSED,Normal sediment concentration (mg/l)
Reservoir,Reservoir parameter,D50,Median sediment diameter [um]
Reservoir,Reservoir parameter,NUTMETHOD,Nutrient routing method
Reservoir,Reservoir parameter,FILE,Read in file name and path
Reservoir,Reservoir parameter,PSETLR,Phosphorus settling rate (m/yr)
Reservoir,Reservoir parameter,NSETLR,Nitrogen settling rate (m/yr)
Reservoir,Reservoir parameter,CHLAR,ChlorophyII-a Pproduction coefficient
Reservoir,Reservoir parameter,SECCIR,Water clarity coefficient
Reservoir,Reservoir parameter,ORGP,Initial OrgP concentration (mg/l)
Reservoir,Reservoir parameter,SOLP,Initial SolP concentration (mg/l)
Reservoir,Reservoir parameter,ORGN,Initial OrgN concentration (mg/l)
Reservoir,Reservoir parameter,NO3,Initial NO3 concentration (mg/l)
Reservoir,Reservoir parameter,NH3,Initial NH3 concentration (mg/l)
Reservoir,Reservoir parameter,NO2,Initial NO2 concentration (mg/l)
Reservoir,Reservoir parameter,IFLOD1R,Beginning month of non-flood season
Reservoir,Reservoir parameter,IFLOD2R,Ending month of non-flood season
Reservoir,Reservoir parameter,NDTARGR,Days to reach target storage
Reservoir,Reservoir parameter,STARG01,Target storage Jan. (10^4m^3)
Reservoir,Reservoir parameter,STARG02,Target storage Feb. (10^4m^3)
Reservoir,Reservoir parameter,STARG03,Target storage Mar. (10^4m^3)
Reservoir,Reservoir parameter,STARG04,Target storage Apr. (10^4m^3)
Reservoir,Reservoir parameter,STARG05,Target storage May. (10^4m^3)
Reservoir,Reservoir parameter,STARG06,Target storage Jun. (10^4m^3)
Reservoir,Reservoir parameter,STARG07,Target storage Jul. (10^4m^3)
Reservoir,Reservoir parameter,STARG08,Target storage Aug. (10^4m^3)
Reservoir,Reservoir parameter,STARG09,Target storage Sep. (10^4m^3)
Reservoir,Reservoir parameter,STARG10,Target storage Oct. (10^4m^3)
Reservoir,Reservoir parameter,STARG11,Target storage Nov. (10^4m^3)
Reservoir,Reservoir parameter,STARG12,Target storage Dec. (10^4m^3)
Reservoir,Reservoir parameter,SELECTION,Selection
